time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
5.575,300,0.100000,53.807356,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
8.356,300,0.100000,35.901418,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
10.449,300,0.100000,28.709665,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
13.442,300,0.100000,22.317930,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
15.081,300,0.100000,19.892377,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
15.753,300,0.100000,19.044501,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
16.415,300,0.100000,18.275648,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
17.080,300,0.100000,17.564675,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
17.736,300,0.100000,16.914284,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
18.395,300,0.100000,16.308835,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
19.049,300,0.100000,15.749091,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
19.702,300,0.100000,15.227057,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
20.362,300,0.100000,14.733406,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
21.019,300,0.100000,14.272877,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
21.679,300,0.100000,13.838312,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
22.343,300,0.100000,13.427281,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
23.011,300,0.100000,13.037275,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
