time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.643,300,0.100700,28.186251,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
12.261,300,0.100700,24.468202,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
14.944,300,0.100700,20.075335,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
17.724,300,0.100700,16.925840,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
19.809,300,0.100700,15.144787,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
20.504,300,0.100700,14.631436,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
21.175,300,0.100700,14.167438,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
21.845,300,0.100700,13.732886,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
22.521,300,0.100700,13.320780,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
23.193,300,0.100700,12.934836,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
23.881,300,0.100700,12.562464,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
24.559,300,0.100700,12.215607,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
25.233,300,0.100700,11.889104,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
25.916,300,0.100700,11.575904,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
26.590,300,0.100700,11.282456,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
27.266,300,0.100700,11.002694,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
27.971,300,0.100700,10.725286,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.500000
