time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.359,300,0.100000,28.959889,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
11.913,300,0.100000,25.183464,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
14.421,300,0.100000,20.802514,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
17.295,300,0.100000,17.346385,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
19.341,300,0.100000,15.511327,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
20.057,300,0.100000,14.957519,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
20.728,300,0.100000,14.472864,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
21.411,300,0.100000,14.011454,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
22.099,300,0.100000,13.575155,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
22.783,300,0.100000,13.167687,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
23.464,300,0.100000,12.785589,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
24.148,300,0.100000,12.423593,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
24.831,300,0.100000,12.081630,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
25.517,300,0.100000,11.756643,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
26.193,300,0.100000,11.453240,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
26.871,300,0.100000,11.164299,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,10.000000,8,0.500000,20,1,0.100000
