time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.354,300,0.100700,28.974096,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
11.928,300,0.100700,25.150931,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
14.419,300,0.100700,20.805192,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
17.300,300,0.100700,17.341164,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
19.496,300,0.100700,15.387617,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
20.231,300,0.100700,14.828890,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
20.907,300,0.100700,14.348935,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
21.572,300,0.100700,13.906599,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
22.275,300,0.100700,13.468253,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
22.950,300,0.100700,13.072058,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
23.620,300,0.100700,12.700838,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
24.279,300,0.100700,12.356356,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
24.951,300,0.100700,12.023613,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
25.626,300,0.100700,11.706940,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
26.302,300,0.100700,11.406063,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
26.969,300,0.100700,11.124077,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
27.652,300,0.100700,10.848951,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.100000
