time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed
20.370,5,0.099800,0.245460,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1
35.365,6,0.100000,0.169660,1,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1
50.369,8,0.100000,0.158827,1,5,0,0,0,0,0,0,0,NaN,0.500754,FedBuff,0.100000,8,0.500000,10,1
65.376,11,0.100000,0.168258,1,2,5,0,0,0,0,0,0,NaN,0.504435,FedBuff,0.100000,8,0.500000,10,1
80.692,16,0.100000,0.198285,0,0,4,4,0,0,0,0,0,NaN,0.376408,FedBuff,0.100000,8,0.500000,10,1
