time_sec,epoch,train_loss,val_acc,test_acc,lr,wd,batch,seed
14.519,1,2.297947,0.118600,0.122600,0.050000,0.000100,128,42
23.991,2,2.279649,0.157100,0.162700,0.050000,0.000100,128,42
33.539,3,2.269476,0.154800,0.163000,0.050000,0.000100,128,42
43.236,4,2.258038,0.144700,0.144300,0.050000,0.000100,128,42
53.705,5,2.254636,0.151100,0.156900,0.050000,0.000100,128,42
63.861,6,2.247337,0.152400,0.159400,0.050000,0.000100,128,42
73.850,7,2.247359,0.152100,0.158200,0.050000,0.000100,128,42
84.191,8,2.239249,0.152600,0.160900,0.050000,0.000100,128,42
94.834,9,2.210630,0.199100,0.198200,0.050000,0.000100,128,42
105.086,10,2.165062,0.228300,0.233300,0.050000,0.000100,128,42
114.613,11,2.146003,0.221300,0.224800,0.050000,0.000100,128,42
123.557,12,2.116034,0.237400,0.236400,0.050000,0.000100,128,42
133.175,13,2.109408,0.270100,0.279600,0.050000,0.000100,128,42
142.399,14,2.061368,0.272000,0.283400,0.050000,0.000100,128,42
152.672,15,1.967134,0.276100,0.274100,0.050000,0.000100,128,42
161.748,16,1.902997,0.329000,0.318500,0.050000,0.000100,128,42
170.817,17,1.881051,0.315800,0.311200,0.050000,0.000100,128,42
180.528,18,1.876639,0.290400,0.289700,0.050000,0.000100,128,42
190.232,19,1.864466,0.310100,0.310700,0.050000,0.000100,128,42
199.960,20,1.848546,0.295100,0.291400,0.050000,0.000100,128,42
209.415,21,1.830780,0.330900,0.319300,0.050000,0.000100,128,42
219.078,22,1.807990,0.346100,0.331700,0.050000,0.000100,128,42
228.539,23,1.812808,0.344500,0.334900,0.050000,0.000100,128,42
238.382,24,1.797156,0.407000,0.402900,0.050000,0.000100,128,42
248.209,25,1.701685,0.401100,0.388800,0.050000,0.000100,128,42
257.491,26,1.680614,0.433100,0.422400,0.050000,0.000100,128,42
267.140,27,1.672827,0.416800,0.409600,0.050000,0.000100,128,42
276.564,28,1.669966,0.418800,0.410900,0.050000,0.000100,128,42
286.148,29,1.579522,0.409800,0.401200,0.050000,0.000100,128,42
295.207,30,1.578533,0.402300,0.395800,0.050000,0.000100,128,42
304.765,31,1.506526,0.491400,0.478300,0.050000,0.000100,128,42
314.245,32,1.476593,0.491300,0.492500,0.050000,0.000100,128,42
323.593,33,1.486081,0.492000,0.492900,0.050000,0.000100,128,42
332.662,34,1.443999,0.526100,0.517000,0.050000,0.000100,128,42
341.822,35,1.443686,0.522800,0.522000,0.050000,0.000100,128,42
351.183,36,1.426610,0.527100,0.521800,0.050000,0.000100,128,42
361.465,37,1.429872,0.504100,0.504800,0.050000,0.000100,128,42
372.121,38,1.414999,0.497900,0.493800,0.050000,0.000100,128,42
382.684,39,1.435776,0.527900,0.522800,0.050000,0.000100,128,42
392.944,40,1.466760,0.519600,0.513900,0.050000,0.000100,128,42
403.571,41,1.433249,0.526500,0.516500,0.050000,0.000100,128,42
414.022,42,1.504070,0.438600,0.439700,0.050000,0.000100,128,42
424.523,43,1.522680,0.471100,0.466700,0.050000,0.000100,128,42
435.437,44,1.484907,0.526100,0.522100,0.050000,0.000100,128,42
446.142,45,1.588808,0.317300,0.318800,0.050000,0.000100,128,42
458.316,46,2.364189,0.097300,0.100000,0.050000,0.000100,128,42
469.435,47,2.302622,0.097300,0.100000,0.050000,0.000100,128,42
479.345,48,2.302693,0.097300,0.100000,0.050000,0.000100,128,42
488.283,49,2.302610,0.097300,0.100000,0.050000,0.000100,128,42
497.113,50,2.302621,0.097300,0.100000,0.050000,0.000100,128,42
