time_sec,epoch,train_loss,val_acc,test_acc,lr,wd,batch,seed
8.468,1,2.292041,0.161400,0.163900,0.050000,0.000500,128,42
16.908,2,2.209558,0.174600,0.179500,0.050000,0.000500,128,42
25.325,3,2.114992,0.231300,0.226900,0.050000,0.000500,128,42
33.939,4,2.042742,0.275400,0.277600,0.050000,0.000500,128,42
42.269,5,1.945386,0.285800,0.283700,0.050000,0.000500,128,42
50.570,6,1.889887,0.340900,0.344000,0.050000,0.000500,128,42
59.609,7,1.845399,0.395100,0.394800,0.050000,0.000500,128,42
68.775,8,1.805803,0.435700,0.429400,0.050000,0.000500,128,42
77.430,9,1.774498,0.427100,0.422000,0.050000,0.000500,128,42
86.202,10,1.745078,0.452800,0.442600,0.050000,0.000500,128,42
95.093,11,1.708263,0.445900,0.439600,0.050000,0.000500,128,42
103.793,12,1.676261,0.507000,0.502500,0.050000,0.000500,128,42
112.765,13,1.632374,0.505100,0.504800,0.050000,0.000500,128,42
121.898,14,1.646743,0.468700,0.457000,0.050000,0.000500,128,42
130.878,15,1.611503,0.530000,0.533400,0.050000,0.000500,128,42
139.704,16,1.593698,0.543200,0.540800,0.050000,0.000500,128,42
155.677,17,1.574145,0.554700,0.553600,0.050000,0.000500,128,42
170.439,18,1.568157,0.489700,0.492500,0.050000,0.000500,128,42
178.723,19,1.566873,0.584400,0.576800,0.050000,0.000500,128,42
186.887,20,1.531092,0.563000,0.553500,0.050000,0.000500,128,42
195.152,21,1.534088,0.526900,0.523800,0.050000,0.000500,128,42
203.469,22,1.513728,0.601800,0.593400,0.050000,0.000500,128,42
211.737,23,1.499919,0.595100,0.586900,0.050000,0.000500,128,42
219.906,24,1.496069,0.602600,0.599300,0.050000,0.000500,128,42
227.997,25,1.485262,0.622000,0.616800,0.050000,0.000500,128,42
236.086,26,1.481149,0.612800,0.609300,0.050000,0.000500,128,42
244.171,27,1.475321,0.592500,0.588100,0.050000,0.000500,128,42
252.306,28,1.469463,0.623700,0.618600,0.050000,0.000500,128,42
260.508,29,1.465776,0.617300,0.625600,0.050000,0.000500,128,42
268.623,30,1.453729,0.597500,0.598400,0.050000,0.000500,128,42
276.764,31,1.429473,0.634700,0.633400,0.050000,0.000500,128,42
284.863,32,1.449074,0.619200,0.621700,0.050000,0.000500,128,42
292.964,33,1.422623,0.652700,0.643100,0.050000,0.000500,128,42
301.091,34,1.416130,0.634200,0.638000,0.050000,0.000500,128,42
309.307,35,1.418181,0.638100,0.632200,0.050000,0.000500,128,42
317.428,36,1.411046,0.612900,0.609900,0.050000,0.000500,128,42
325.627,37,1.400027,0.655500,0.656400,0.050000,0.000500,128,42
333.761,38,1.401208,0.597900,0.600400,0.050000,0.000500,128,42
341.884,39,1.395022,0.627500,0.622600,0.050000,0.000500,128,42
349.960,40,1.382496,0.625800,0.619500,0.050000,0.000500,128,42
358.050,41,1.375854,0.641700,0.630300,0.050000,0.000500,128,42
366.175,42,1.362224,0.674200,0.670500,0.050000,0.000500,128,42
374.478,43,1.366618,0.663800,0.659000,0.050000,0.000500,128,42
382.605,44,1.367564,0.650300,0.650900,0.050000,0.000500,128,42
390.720,45,1.366759,0.652300,0.646100,0.050000,0.000500,128,42
398.835,46,1.352864,0.651500,0.654000,0.050000,0.000500,128,42
406.954,47,1.358434,0.681900,0.675400,0.050000,0.000500,128,42
415.066,48,1.348271,0.649500,0.653200,0.050000,0.000500,128,42
423.180,49,1.348536,0.679500,0.679100,0.050000,0.000500,128,42
431.354,50,1.343507,0.696600,0.698300,0.050000,0.000500,128,42
439.747,51,1.330515,0.665500,0.667000,0.050000,0.000500,128,42
448.013,52,1.344278,0.695200,0.694700,0.050000,0.000500,128,42
456.351,53,1.338516,0.672700,0.676300,0.050000,0.000500,128,42
464.413,54,1.330955,0.661000,0.670700,0.050000,0.000500,128,42
472.520,55,1.330185,0.689700,0.691500,0.050000,0.000500,128,42
480.648,56,1.328303,0.683100,0.684000,0.050000,0.000500,128,42
488.763,57,1.311295,0.673300,0.672400,0.050000,0.000500,128,42
496.904,58,1.319234,0.687600,0.682800,0.050000,0.000500,128,42
505.030,59,1.318278,0.654000,0.652100,0.050000,0.000500,128,42
513.439,60,1.321479,0.680600,0.680700,0.050000,0.000500,128,42
521.904,61,1.163605,0.749500,0.757000,0.050000,0.000500,128,42
534.000,62,1.125156,0.758900,0.755900,0.050000,0.000500,128,42
542.473,63,1.105412,0.759500,0.756100,0.050000,0.000500,128,42
550.609,64,1.096934,0.759800,0.760400,0.050000,0.000500,128,42
558.864,65,1.089898,0.758000,0.757200,0.050000,0.000500,128,42
567.003,66,1.091786,0.769100,0.767000,0.050000,0.000500,128,42
575.193,67,1.082429,0.768800,0.770600,0.050000,0.000500,128,42
583.347,68,1.075061,0.766600,0.765600,0.050000,0.000500,128,42
591.478,69,1.072735,0.769300,0.770200,0.050000,0.000500,128,42
599.659,70,1.063018,0.771600,0.771500,0.050000,0.000500,128,42
607.860,71,1.063343,0.774500,0.773800,0.050000,0.000500,128,42
616.134,72,1.058042,0.769800,0.771100,0.050000,0.000500,128,42
624.239,73,1.055028,0.776600,0.779700,0.050000,0.000500,128,42
632.393,74,1.050284,0.773600,0.772600,0.050000,0.000500,128,42
640.628,75,1.050893,0.779500,0.778400,0.050000,0.000500,128,42
