time_sec,epoch,train_loss,val_acc,test_acc,lr,wd,batch,seed
650.081,76,1.046147,0.777500,0.778000,0.050000,0.000500,128,42
658.286,77,1.047916,0.779800,0.783900,0.050000,0.000500,128,42
667.648,78,1.039956,0.778100,0.779700,0.050000,0.000500,128,42
676.978,79,1.040337,0.783100,0.787800,0.050000,0.000500,128,42
685.265,80,1.035648,0.782100,0.778300,0.050000,0.000500,128,42
693.651,81,1.019511,0.791600,0.791200,0.050000,0.000500,128,42
701.798,82,1.014109,0.790800,0.792300,0.050000,0.000500,128,42
709.979,83,1.012000,0.792000,0.794600,0.050000,0.000500,128,42
718.244,84,1.012111,0.791400,0.793700,0.050000,0.000500,128,42
726.327,85,1.007397,0.791600,0.793900,0.050000,0.000500,128,42
734.402,86,1.005808,0.790600,0.792100,0.050000,0.000500,128,42
742.523,87,1.008080,0.791000,0.794800,0.050000,0.000500,128,42
750.615,88,1.002770,0.790100,0.794800,0.050000,0.000500,128,42
758.729,89,1.002813,0.790000,0.794100,0.050000,0.000500,128,42
766.842,90,1.005592,0.791600,0.794600,0.050000,0.000500,128,42
774.941,91,0.999231,0.790400,0.794500,0.050000,0.000500,128,42
783.081,92,1.006875,0.792800,0.793800,0.050000,0.000500,128,42
791.228,93,1.001210,0.794600,0.794100,0.050000,0.000500,128,42
799.372,94,1.001456,0.794300,0.793100,0.050000,0.000500,128,42
807.727,95,1.003269,0.793000,0.794500,0.050000,0.000500,128,42
815.926,96,1.002973,0.793200,0.793500,0.050000,0.000500,128,42
824.160,97,0.999511,0.794400,0.795600,0.050000,0.000500,128,42
832.485,98,0.999926,0.795800,0.794300,0.050000,0.000500,128,42
840.610,99,1.000279,0.794300,0.794400,0.050000,0.000500,128,42
848.735,100,0.998086,0.794000,0.793800,0.050000,0.000500,128,42
856.877,101,0.996723,0.794200,0.797200,0.050000,0.000500,128,42
865.004,102,0.998284,0.793700,0.794900,0.050000,0.000500,128,42
873.155,103,0.996137,0.793700,0.795400,0.050000,0.000500,128,42
881.273,104,0.993470,0.795000,0.795800,0.050000,0.000500,128,42
890.562,105,0.991600,0.795400,0.796200,0.050000,0.000500,128,42
898.783,106,0.994704,0.796300,0.797600,0.050000,0.000500,128,42
906.918,107,0.993562,0.795300,0.794900,0.050000,0.000500,128,42
914.583,108,0.997658,0.797000,0.796500,0.050000,0.000500,128,42
922.179,109,0.999414,0.796800,0.797000,0.050000,0.000500,128,42
929.812,110,0.996072,0.796300,0.795300,0.050000,0.000500,128,42
937.379,111,0.993523,0.796900,0.798100,0.050000,0.000500,128,42
944.966,112,0.993785,0.796600,0.796800,0.050000,0.000500,128,42
952.500,113,0.997096,0.796000,0.796300,0.050000,0.000500,128,42
960.099,114,0.999815,0.798200,0.796600,0.050000,0.000500,128,42
968.218,115,0.992548,0.798100,0.796100,0.050000,0.000500,128,42
975.745,116,0.989566,0.797000,0.796600,0.050000,0.000500,128,42
983.326,117,0.991513,0.796400,0.797800,0.050000,0.000500,128,42
990.825,118,0.992031,0.798700,0.797200,0.050000,0.000500,128,42
998.418,119,0.991634,0.799200,0.796000,0.050000,0.000500,128,42
1005.990,120,0.993251,0.800300,0.795900,0.050000,0.000500,128,42
1013.546,121,0.992164,0.798800,0.797500,0.050000,0.000500,128,42
1021.138,122,0.992679,0.797500,0.796700,0.050000,0.000500,128,42
1028.736,123,0.992022,0.799800,0.797200,0.050000,0.000500,128,42
1036.261,124,0.990156,0.798600,0.797100,0.050000,0.000500,128,42
1043.822,125,0.989037,0.798500,0.797600,0.050000,0.000500,128,42
1051.748,126,0.984777,0.799200,0.796900,0.050000,0.000500,128,42
1059.310,127,0.988287,0.797400,0.797900,0.050000,0.000500,128,42
1066.855,128,0.993044,0.797000,0.798800,0.050000,0.000500,128,42
1074.426,129,0.988751,0.799000,0.797900,0.050000,0.000500,128,42
1082.112,130,0.981367,0.798800,0.797800,0.050000,0.000500,128,42
1089.802,131,0.987159,0.797500,0.799400,0.050000,0.000500,128,42
1097.406,132,0.988719,0.799200,0.797800,0.050000,0.000500,128,42
1104.972,133,0.986970,0.799400,0.798300,0.050000,0.000500,128,42
1112.645,134,0.989117,0.799400,0.798600,0.050000,0.000500,128,42
1120.269,135,0.982478,0.799900,0.798900,0.050000,0.000500,128,42
1127.833,136,0.986229,0.798300,0.798400,0.050000,0.000500,128,42
1135.398,137,0.990690,0.800300,0.798500,0.050000,0.000500,128,42
1142.989,138,0.984198,0.800300,0.796800,0.050000,0.000500,128,42
1150.607,139,0.980603,0.799900,0.799300,0.050000,0.000500,128,42
1158.270,140,0.980020,0.800900,0.798500,0.050000,0.000500,128,42
1165.900,141,0.981071,0.800900,0.799400,0.050000,0.000500,128,42
1173.450,142,0.985456,0.798500,0.798200,0.050000,0.000500,128,42
1181.029,143,0.982629,0.799100,0.799600,0.050000,0.000500,128,42
1188.591,144,0.981150,0.799900,0.797300,0.050000,0.000500,128,42
1196.199,145,0.984414,0.800400,0.799200,0.050000,0.000500,128,42
1204.210,146,0.980171,0.802500,0.799500,0.050000,0.000500,128,42
1211.971,147,0.984036,0.799800,0.800700,0.050000,0.000500,128,42
1219.722,148,0.979684,0.801900,0.798700,0.050000,0.000500,128,42
1227.424,149,0.980723,0.800500,0.800300,0.050000,0.000500,128,42
1235.196,150,0.982972,0.802000,0.800200,0.050000,0.000500,128,42
