time_sec,epoch,train_loss,val_acc,test_acc,lr,wd,batch,seed
962.334,68,1.075061,0.766600,0.765600,0.050000,0.000500,128,42
976.267,69,1.072735,0.769300,0.770200,0.050000,0.000500,128,42
990.210,70,1.063018,0.771600,0.771500,0.050000,0.000500,128,42
1004.159,71,1.063343,0.774500,0.773800,0.050000,0.000500,128,42
1017.893,72,1.058042,0.769800,0.771100,0.050000,0.000500,128,42
1031.822,73,1.055028,0.776600,0.779700,0.050000,0.000500,128,42
1045.820,74,1.050284,0.773600,0.772600,0.050000,0.000500,128,42
1059.780,75,1.050893,0.779500,0.778400,0.050000,0.000500,128,42
1073.735,76,1.046147,0.777500,0.778000,0.050000,0.000500,128,42
1087.830,77,1.047916,0.779800,0.783900,0.050000,0.000500,128,42
1101.673,78,1.039956,0.778100,0.779700,0.050000,0.000500,128,42
1115.727,79,1.040337,0.783100,0.787800,0.050000,0.000500,128,42
1129.775,80,1.035648,0.782100,0.778300,0.050000,0.000500,128,42
1144.059,81,1.019511,0.791600,0.791200,0.050000,0.000500,128,42
1157.858,82,1.014109,0.790800,0.792300,0.050000,0.000500,128,42
1170.204,83,1.012000,0.792000,0.794600,0.050000,0.000500,128,42
1180.721,84,1.012111,0.791400,0.793700,0.050000,0.000500,128,42
1191.210,85,1.007397,0.791600,0.793900,0.050000,0.000500,128,42
1201.992,86,1.005808,0.790600,0.792100,0.050000,0.000500,128,42
1212.527,87,1.008080,0.791000,0.794800,0.050000,0.000500,128,42
1223.084,88,1.002770,0.790100,0.794800,0.050000,0.000500,128,42
1233.488,89,1.002813,0.790000,0.794100,0.050000,0.000500,128,42
1243.399,90,1.005592,0.791600,0.794600,0.050000,0.000500,128,42
1251.140,91,0.999231,0.790400,0.794500,0.050000,0.000500,128,42
1258.979,92,1.006875,0.792800,0.793800,0.050000,0.000500,128,42
1266.676,93,1.001210,0.794600,0.794100,0.050000,0.000500,128,42
1274.447,94,1.001456,0.794300,0.793100,0.050000,0.000500,128,42
1282.229,95,1.003269,0.793000,0.794500,0.050000,0.000500,128,42
1289.959,96,1.002973,0.793200,0.793500,0.050000,0.000500,128,42
1297.739,97,0.999511,0.794400,0.795600,0.050000,0.000500,128,42
1305.449,98,0.999926,0.795800,0.794300,0.050000,0.000500,128,42
1313.106,99,1.000279,0.794300,0.794400,0.050000,0.000500,128,42
1320.889,100,0.998086,0.794000,0.793800,0.050000,0.000500,128,42
