time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.503,300,0.100000,28.562188,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
12.012,300,0.100000,24.975924,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
14.508,300,0.100000,20.678226,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
17.706,300,0.100000,16.943740,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
19.374,300,0.100000,15.484287,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
20.065,300,0.100000,14.951074,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
20.719,300,0.100000,14.479465,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
21.372,300,0.100000,14.037342,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
22.028,300,0.100000,13.619264,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
22.684,300,0.100000,13.225247,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
23.338,300,0.100000,12.854679,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
23.987,300,0.100000,12.506953,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
24.637,300,0.100000,12.176805,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
25.291,300,0.100000,11.861702,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
25.950,300,0.100000,11.560854,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
26.603,300,0.100000,11.277013,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
27.284,300,0.100000,10.995595,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.300000
