time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.561,300,0.100700,28.405716,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
12.116,300,0.100700,24.760753,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
14.536,300,0.100700,20.637758,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
17.283,300,0.100700,17.357899,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
19.655,300,0.100700,15.263495,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
20.355,300,0.100700,14.738607,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
21.026,300,0.100700,14.267951,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
21.699,300,0.100700,13.825542,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
22.371,300,0.100700,13.409944,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
23.059,300,0.100700,13.009864,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
23.738,300,0.100700,12.637921,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
24.421,300,0.100700,12.284500,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
25.096,300,0.100700,11.954074,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
25.769,300,0.100700,11.641826,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
26.441,300,0.100700,11.345820,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
27.128,300,0.100700,11.058702,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.300000
