client_id,local_train_loss,local_train_acc,local_test_loss,local_test_acc,total_agg,staleness
4,2.2773922200505123,0.1422877640494221,2.2782289207385515,0.1351135910721403,1,0.0
1,2.2816163832141507,0.14153225806451614,2.2800067040228074,0.14153225806451614,2,1.0
3,2.281496661161926,0.11832374691865243,2.2822265689649246,0.12202136400986031,3,2.0
0,2.2820552327023664,0.13279678068410464,2.2855960945728078,0.11750503018108652,4,3.0
2,2.284874090688483,0.12846544318625536,2.2821181294788655,0.13080827801639985,5,4.0
5,2.277487224196785,0.14500197550375346,2.2778727579663176,0.1430264717502963,6,4.0
6,2.268737229797766,0.1510791366906475,2.2735028299305746,0.1366906474820144,7,4.0
7,2.2764484890033274,0.1469404186795491,2.2743215833501154,0.14935587761674718,8,4.0
8,2.274132221289047,0.1435349940688019,2.2761839924710876,0.13562672993277974,9,4.0
9,2.2705983714014,0.1349862258953168,2.26605395602692,0.1483667847304211,10,4.0
10,2.269782476138918,0.1481042654028436,2.262013729526345,0.1623222748815166,11,4.0
11,2.267837774004037,0.16219463356027233,2.2700646275943117,0.15418502202643172,12,4.0
12,2.258912871516598,0.1509433962264151,2.258653481769447,0.1521477318346046,13,4.0
13,2.2557968744894947,0.15476190476190477,2.255966662577612,0.1592775041050903,14,4.0
14,2.255921643960547,0.15268389662027834,2.2573467740007707,0.15745526838966203,15,4.0
15,2.252387340089916,0.16411906677393404,2.25375792870863,0.166532582461786,16,4.0
16,2.246806969011246,0.16734362307067424,2.248355459527791,0.1685621445978879,17,4.0
17,2.250136779226722,0.17151974471479856,2.250729429232061,0.16194654966094935,18,4.0
18,2.248941544353675,0.17335473515248795,2.246393599441308,0.17174959871589085,19,4.0
19,2.25100684788901,0.1456848772763262,2.244675242702638,0.15756136183689629,20,4.0
4,2.23985971013309,0.17656436827421285,2.2410039348685915,0.16699880430450378,21,4.0
1,2.243983519461847,0.1685483870967742,2.2429055260073754,0.17137096774193547,22,4.0
3,2.23908518706567,0.1676253081347576,2.2427344604310386,0.16433853738701726,23,4.0
0,2.241242085903943,0.1476861167002012,2.24064841711785,0.15774647887323945,24,4.0
