time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.417,300,0.100000,28.798545,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
12.106,300,0.100000,24.781468,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
14.546,300,0.100000,20.624152,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
17.294,300,0.100000,17.346754,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
19.478,300,0.100000,15.402032,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
20.194,300,0.100000,14.856173,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
20.875,300,0.100000,14.371571,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
21.548,300,0.100000,13.922214,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
22.219,300,0.100000,13.501721,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
22.897,300,0.100000,13.102073,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
23.566,300,0.100000,12.730315,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
24.236,300,0.100000,12.378051,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
24.899,300,0.100000,12.048613,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
25.571,300,0.100000,11.732159,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
26.260,300,0.100000,11.424252,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
26.938,300,0.100000,11.136579,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
27.633,300,0.100000,10.856606,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.100000
