time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.359,300,0.100000,28.959380,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
11.913,300,0.100000,25.181730,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
14.469,300,0.100000,20.734109,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
17.209,300,0.100000,17.432825,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
19.358,300,0.100000,15.497217,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
20.061,300,0.100000,14.954426,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
20.736,300,0.100000,14.467404,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
21.411,300,0.100000,14.011287,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
22.099,300,0.100000,13.575233,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
22.768,300,0.100000,13.176179,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
23.435,300,0.100000,12.801460,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
24.104,300,0.100000,12.446172,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
24.783,300,0.100000,12.104904,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
25.455,300,0.100000,11.785612,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
26.134,300,0.100000,11.479326,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
26.812,300,0.100000,11.189156,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
27.524,300,0.100000,10.899587,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.000000
