time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.834,300,0.100700,27.691649,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
12.411,300,0.100700,24.172980,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
14.847,300,0.100700,20.205709,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
17.595,300,0.100700,17.050478,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
19.832,300,0.100700,15.127064,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
20.563,300,0.100700,14.589289,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
21.239,300,0.100700,14.124705,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
21.935,300,0.100700,13.676538,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
22.631,300,0.100700,13.255903,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
23.314,300,0.100700,12.867793,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
23.997,300,0.100700,12.501472,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
24.679,300,0.100700,12.156052,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
25.364,300,0.100700,11.827871,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
26.048,300,0.100700,11.517079,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
26.725,300,0.100700,11.225625,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
27.429,300,0.100700,10.937285,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.100000
