time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.504,300,0.100000,28.560510,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
12.070,300,0.100000,24.854182,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
14.646,300,0.100000,20.483466,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
17.587,300,0.100000,17.057906,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
19.321,300,0.100000,15.527231,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
20.001,300,0.100000,14.999453,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
20.643,300,0.100000,14.532598,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
21.288,300,0.100000,14.092327,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
21.938,300,0.100000,13.674644,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
22.587,300,0.100000,13.282080,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
23.237,300,0.100000,12.910243,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
23.895,300,0.100000,12.554797,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
24.545,300,0.100000,12.222310,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
25.198,300,0.100000,11.905878,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
25.841,300,0.100000,11.609413,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
26.484,300,0.100000,11.327472,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
27.150,300,0.100000,11.049732,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,20,1,0.500000
