time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
5.567,300,0.100000,53.886377,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
8.781,300,0.100000,34.164417,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
10.684,300,0.100000,28.079476,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
14.071,300,0.100000,21.320569,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
15.334,300,0.100000,19.564766,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
15.994,300,0.100000,18.757291,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
16.651,300,0.100000,18.016602,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
17.320,300,0.100000,17.320834,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
17.969,300,0.100000,16.695838,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
18.625,300,0.100000,16.107526,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
19.279,300,0.100000,15.561031,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
19.932,300,0.100000,15.051190,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
20.586,300,0.100000,14.573241,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
21.231,300,0.100000,14.130040,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
21.882,300,0.100000,13.709803,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
22.554,300,0.100000,13.301668,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,0.100000,8,0.500000,10,1,0.000000
