time_sec,epoch,train_loss,val_acc,test_acc,lr,wd,batch,seed
9.730,1,2.300558,0.097300,0.100000,0.100000,0.000500,128,42
18.406,2,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
27.191,3,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
36.079,4,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
44.799,5,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
53.755,6,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
62.892,7,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
71.820,8,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
80.668,9,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
96.851,10,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
111.414,11,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
119.662,12,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
127.837,13,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
136.103,14,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
144.409,15,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
152.674,16,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
160.837,17,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
168.923,18,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
176.992,19,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
185.098,20,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
193.222,21,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
201.414,22,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
209.521,23,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
217.676,24,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
225.783,25,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
233.854,26,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
242.078,27,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
250.206,28,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
258.329,29,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
266.508,30,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
274.639,31,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
282.762,32,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
290.847,33,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
298.923,34,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
307.048,35,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
315.359,36,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
323.487,37,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
331.614,38,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
339.713,39,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
347.834,40,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
355.947,41,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
364.058,42,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
372.232,43,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
380.623,44,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
388.885,45,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
397.207,46,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
405.254,47,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
413.362,48,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
421.488,49,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
429.594,50,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
437.717,51,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
445.853,52,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
454.273,53,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
462.727,54,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
474.862,55,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
483.338,56,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
491.456,57,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
499.710,58,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
507.822,59,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
516.008,60,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
524.152,61,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
532.257,62,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
540.437,63,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
548.656,64,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
556.915,65,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
565.022,66,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
573.170,67,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
581.403,68,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
590.862,69,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
599.053,70,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
608.443,71,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
617.737,72,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
626.021,73,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
634.396,74,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
642.530,75,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
650.713,76,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
658.983,77,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
667.050,78,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
675.107,79,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
683.222,80,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
691.314,81,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
699.421,82,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
707.529,83,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
715.622,84,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
723.765,85,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
731.912,86,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
740.053,87,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
748.395,88,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
756.586,89,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
764.820,90,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
773.145,91,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
781.270,92,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
789.395,93,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
797.537,94,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
805.664,95,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
813.815,96,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
821.933,97,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
831.222,98,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
839.443,99,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
847.578,100,2.302585,0.097300,0.100000,0.100000,0.000500,128,42
