time_sec,epoch,train_loss,val_acc,test_acc,lr,wd,batch,seed
12.580,1,2.301741,0.150400,0.145900,0.100000,0.000100,128,42
21.792,2,2.301751,0.097300,0.100000,0.100000,0.000100,128,42
31.619,3,2.302585,0.097300,0.100000,0.100000,0.000100,128,42
41.083,4,2.302586,0.097300,0.100000,0.100000,0.000100,128,42
50.715,5,2.302586,0.097700,0.100500,0.100000,0.000100,128,42
61.218,6,2.299382,0.099300,0.101800,0.100000,0.000100,128,42
71.253,7,2.300776,0.097400,0.100100,0.100000,0.000100,128,42
80.840,8,2.302585,0.097600,0.100300,0.100000,0.000100,128,42
91.513,9,2.301935,0.097300,0.100100,0.100000,0.000100,128,42
101.458,10,2.282754,0.158700,0.160100,0.100000,0.000100,128,42
111.497,11,2.270505,0.169800,0.176400,0.100000,0.000100,128,42
120.125,12,2.261048,0.161700,0.164900,0.100000,0.000100,128,42
128.640,13,2.259395,0.155100,0.158100,0.100000,0.000100,128,42
138.107,14,2.252175,0.165000,0.166900,0.100000,0.000100,128,42
146.985,15,2.237353,0.186500,0.183700,0.100000,0.000100,128,42
157.050,16,2.241023,0.160000,0.158700,0.100000,0.000100,128,42
165.914,17,2.231526,0.184100,0.182300,0.100000,0.000100,128,42
174.846,18,2.226791,0.184900,0.180300,0.100000,0.000100,128,42
184.450,19,2.190626,0.194700,0.196400,0.100000,0.000100,128,42
194.038,20,2.189152,0.212800,0.215600,0.100000,0.000100,128,42
203.865,21,2.187217,0.203600,0.205600,0.100000,0.000100,128,42
213.316,22,2.173459,0.184600,0.183000,0.100000,0.000100,128,42
223.034,23,2.142644,0.239400,0.243300,0.100000,0.000100,128,42
232.572,24,2.126265,0.204600,0.204500,0.100000,0.000100,128,42
242.634,25,2.116491,0.233700,0.238500,0.100000,0.000100,128,42
252.517,26,2.110792,0.226800,0.233400,0.100000,0.000100,128,42
261.855,27,2.105276,0.237900,0.240700,0.100000,0.000100,128,42
271.661,28,2.098445,0.207400,0.208900,0.100000,0.000100,128,42
281.331,29,2.104477,0.222700,0.226100,0.100000,0.000100,128,42
291.210,30,2.118422,0.208700,0.208700,0.100000,0.000100,128,42
300.640,31,2.100865,0.239900,0.244400,0.100000,0.000100,128,42
310.430,32,2.100755,0.220800,0.223100,0.100000,0.000100,128,42
320.075,33,2.139307,0.168900,0.166900,0.100000,0.000100,128,42
329.839,34,2.277912,0.114500,0.121200,0.100000,0.000100,128,42
339.239,35,2.297862,0.097300,0.100000,0.100000,0.000100,128,42
348.687,36,2.302585,0.097300,0.100000,0.100000,0.000100,128,42
358.312,37,2.302585,0.097300,0.100000,0.100000,0.000100,128,42
369.243,38,2.302585,0.097300,0.100000,0.100000,0.000100,128,42
380.175,39,2.302585,0.097300,0.100000,0.100000,0.000100,128,42
390.862,40,2.302585,0.097300,0.100000,0.100000,0.000100,128,42
401.783,41,2.302585,0.097300,0.100000,0.100000,0.000100,128,42
412.443,42,2.277090,0.188500,0.188400,0.100000,0.000100,128,42
423.351,43,2.234693,0.097400,0.100100,0.100000,0.000100,128,42
434.232,44,2.302622,0.097400,0.100100,0.100000,0.000100,128,42
446.326,45,2.302607,0.097400,0.100100,0.100000,0.000100,128,42
458.107,46,2.302566,0.097400,0.100100,0.100000,0.000100,128,42
470.341,47,2.302590,0.097300,0.100100,0.100000,0.000100,128,42
480.672,48,2.302575,0.097400,0.100200,0.100000,0.000100,128,42
490.582,49,2.302568,0.097400,0.100200,0.100000,0.000100,128,42
499.585,50,2.302260,0.101100,0.104100,0.100000,0.000100,128,42
