client_id,local_train_loss,local_train_acc,local_test_loss,local_test_acc,total_agg,staleness
4,2.1409113172655685,0.18922108575924468,2.140886706503051,0.1911880409126672,1,0.0
1,2.1498173150671533,0.20763052208835342,2.1498839173451008,0.21927710843373494,2,1.0
0,2.1275684090427713,0.21384377416860015,2.1310943521830064,0.21423047177107502,2,1.0
2,2.1324040143023613,0.18441971383147854,2.1318427049488258,0.17567567567567569,3,2.0
3,2.1357863043509213,0.20588235294117646,2.137805178317209,0.20024174053182917,3,2.0
1,2.143152792673992,0.21686746987951808,2.1483860446746093,0.19959839357429718,3,2.0
4,2.15180298589891,0.17073170731707318,2.156836297922862,0.16443745082612116,4,2.0
2,2.124178283733859,0.21104928457869634,2.1247670165306056,0.21502384737678856,5,4.0
3,2.113786824954123,0.22159548751007252,2.1123392985387737,0.2199838839645447,5,3.0
0,2.131367607994404,0.19992266047950502,2.1380920845320865,0.19953596287703015,5,2.0
2,2.0981509840924333,0.23211446740858505,2.102902692906997,0.23012718600953896,6,3.0
3,2.111447006343931,0.21635777598710718,2.1100588305932106,0.21112006446414183,7,4.0
1,2.1179581502355247,0.20160642570281123,2.1146496790001192,0.20321285140562248,7,3.0
4,2.1262238806012483,0.18686073957513769,2.124906274673978,0.1888276947285602,7,2.0
3,2.0839943232601637,0.21676067687348913,2.0798546822199793,0.21434327155519742,8,2.0
1,2.1321370827625077,0.18112449799196786,2.131747576702072,0.18473895582329317,9,3.0
0,2.0620185229912895,0.24980665119876258,2.06451126391447,0.25406032482598606,9,3.0
2,2.0934883812842195,0.22416534181240064,2.092302901187648,0.2233704292527822,9,2.0
4,2.0723334568677974,0.23013375295043273,2.071764732138741,0.23052714398111723,10,2.0
1,2.0849907072672402,0.21686746987951808,2.0845806646538545,0.22289156626506024,11,3.0
0,2.064791559896447,0.2509667440061872,2.0554883745596193,0.25986078886310904,12,4.0
3,2.072537459643208,0.20950846091861403,2.073774120098732,0.21313456889605156,12,3.0
2,2.0647263223681427,0.23449920508744038,2.066561657218751,0.2289348171701113,12,2.0
0,2.0507424421671834,0.21345707656612528,2.0566729984814494,0.205723124516628,13,2.0
4,2.1604595974052545,0.21243115656963021,2.1558244149577983,0.2112509834775767,1,0.0
1,2.1540801730021895,0.18433734939759036,2.157629823301691,0.18032128514056225,2,1.0
2,2.1342415203161194,0.1931637519872814,2.13969525585872,0.19475357710651828,3,2.0
3,2.178544678100168,0.20870265914585012,2.176325468552103,0.19943593875906526,3,2.0
0,2.139343843843618,0.19798917246713071,2.1404488099607866,0.20185614849187936,3,2.0
4,2.1400367157558677,0.22619984264358772,2.1399835821777513,0.22895357985837922,3,1.0
2,2.134126347843528,0.20151033386327505,2.1373243961121964,0.2066772655007949,4,2.0
3,2.1262089470333865,0.22199838839645447,2.1260704460113304,0.2127316680096696,4,2.0
0,2.1279067958129625,0.21964423820572312,2.124511751479542,0.22505800464037123,4,2.0
1,2.1261018709964064,0.23052208835341365,2.127823609616383,0.23092369477911648,4,1.0
3,2.0939203386437404,0.233682514101531,2.0974476877284762,0.23972602739726026,5,2.0
2,2.1248105895159166,0.2333068362480127,2.131990154142031,0.2217806041335453,6,3.0
0,2.0965356891319353,0.22776488785769528,2.1076100776108864,0.22776488785769528,6,3.0
4,2.1060211000059836,0.23170731707317074,2.105085976755966,0.22108575924468923,6,2.0
1,2.0804256911258623,0.23453815261044178,2.084585192691849,0.23413654618473895,6,1.0
2,2.094624382513316,0.23251192368839427,2.084107301572548,0.2404610492845787,7,2.0
4,2.1094762933807614,0.21400472069236823,2.1020929031161977,0.21597167584579072,8,3.0
0,2.1248268544535627,0.2026295436968291,2.1246094917568787,0.19644238205723125,8,3.0
3,2.104373006451812,0.23005640612409348,2.1047026165832348,0.22763900080580177,8,2.0
4,2.122633074701161,0.2183320220298977,2.119967326697733,0.2108575924468922,9,3.0
1,2.069133465357095,0.20722891566265061,2.064871196478725,0.22369477911646587,10,3.0
0,2.1220371347015807,0.23820572312451663,2.124309788355049,0.23317865429234338,10,3.0
2,2.141812942365395,0.20747217806041335,2.132999846969386,0.20508744038155802,10,2.0
1,2.076305862219937,0.22048192771084338,2.0695747126537154,0.22008032128514057,11,2.0
3,2.092431914892819,0.22481869460112813,2.0910959954611434,0.2127316680096696,12,3.0
0,2.062294431923898,0.22389791183294663,2.0589852257468215,0.22505800464037123,12,3.0
4,2.063187187811599,0.22541306058221872,2.0587760336656067,0.23210070810385522,12,2.0
