time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.470,300,0.100700,28.653854,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
12.033,300,0.100700,24.931953,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
14.556,300,0.100700,20.610316,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
17.315,300,0.100700,17.325565,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
19.482,300,0.100700,15.399009,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
20.219,300,0.100700,14.837839,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
20.898,300,0.100700,14.355690,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
21.578,300,0.100700,13.903167,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
22.253,300,0.100700,13.481573,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
22.921,300,0.100700,13.088322,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
23.589,300,0.100700,12.718052,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
24.263,300,0.100700,12.364385,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
24.942,300,0.100700,12.027998,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
25.622,300,0.100700,11.708564,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
26.295,300,0.100700,11.409022,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
27.018,300,0.100700,11.103505,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
27.721,300,0.100700,10.822024,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,1000.000000,8,0.500000,20,1,0.000000
