time_sec,epoch,train_loss,val_acc,test_acc,lr,wd,batch,seed
15.098,1,2.292041,0.161400,0.163900,0.050000,0.000500,128,42
29.073,2,2.209558,0.174600,0.179500,0.050000,0.000500,128,42
42.779,3,2.114992,0.231300,0.226900,0.050000,0.000500,128,42
56.298,4,2.042742,0.275400,0.277600,0.050000,0.000500,128,42
69.854,5,1.945386,0.285800,0.283700,0.050000,0.000500,128,42
