time_sec,epoch,train_loss,val_acc,test_acc,lr,wd,batch,seed
7.586,1,2.301741,0.150400,0.145900,0.100000,0.000100,128,42
14.714,2,2.301751,0.097300,0.100000,0.100000,0.000100,128,42
