time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.389,300,0.100700,28.877973,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
11.935,300,0.100700,25.135584,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
14.403,300,0.100700,20.828890,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
16.850,300,0.100700,17.804623,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
19.443,300,0.100700,15.429773,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
20.175,300,0.100700,14.869822,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
20.842,300,0.100700,14.393721,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
21.510,300,0.100700,13.947049,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
22.191,300,0.100700,13.518891,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
22.862,300,0.100700,13.122287,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
23.526,300,0.100700,12.751931,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
24.195,300,0.100700,12.399244,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
24.862,300,0.100700,12.066532,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
25.520,300,0.100700,11.755320,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
26.199,300,0.100700,11.450654,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
26.864,300,0.100700,11.167441,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
27.552,300,0.100700,10.888626,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,10.000000,8,0.500000,20,1,0.500000
