time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.450,300,0.100000,28.707684,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
12.015,300,0.100000,24.968727,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
14.519,300,0.100000,20.662148,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
17.307,300,0.100000,17.333830,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
19.501,300,0.100000,15.383901,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
20.220,300,0.100000,14.837143,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
20.905,300,0.100000,14.350462,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
21.581,300,0.100000,13.901383,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
22.269,300,0.100000,13.471921,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
22.955,300,0.100000,13.069139,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
23.644,300,0.100000,12.688046,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
24.386,300,0.100000,12.302256,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
25.064,300,0.100000,11.969452,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
25.740,300,0.100000,11.654800,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
26.416,300,0.100000,11.356918,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
27.106,300,0.100000,11.067457,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedBuff,1000.000000,8,0.500000,20,1,0.300000
