time_sec,epoch,train_loss,val_acc,test_acc,lr,wd,batch,seed
924.050,67,1.082429,0.768800,0.770600,0.050000,0.000500,128,42
938.321,68,1.075061,0.766600,0.765600,0.050000,0.000500,128,42
952.458,69,1.072735,0.769300,0.770200,0.050000,0.000500,128,42
966.789,70,1.063018,0.771600,0.771500,0.050000,0.000500,128,42
980.748,71,1.063343,0.774500,0.773800,0.050000,0.000500,128,42
994.807,72,1.058042,0.769800,0.771100,0.050000,0.000500,128,42
1009.013,73,1.055028,0.776600,0.779700,0.050000,0.000500,128,42
1023.219,74,1.050284,0.773600,0.772600,0.050000,0.000500,128,42
1037.224,75,1.050893,0.779500,0.778400,0.050000,0.000500,128,42
1051.253,76,1.046147,0.777500,0.778000,0.050000,0.000500,128,42
1065.376,77,1.047916,0.779800,0.783900,0.050000,0.000500,128,42
1079.659,78,1.039956,0.778100,0.779700,0.050000,0.000500,128,42
1093.605,79,1.040337,0.783100,0.787800,0.050000,0.000500,128,42
1107.450,80,1.035648,0.782100,0.778300,0.050000,0.000500,128,42
1121.419,81,1.019511,0.791600,0.791200,0.050000,0.000500,128,42
1135.303,82,1.014109,0.790800,0.792300,0.050000,0.000500,128,42
1149.191,83,1.012000,0.792000,0.794600,0.050000,0.000500,128,42
1163.121,84,1.012111,0.791400,0.793700,0.050000,0.000500,128,42
1177.103,85,1.007397,0.791600,0.793900,0.050000,0.000500,128,42
1191.086,86,1.005808,0.790600,0.792100,0.050000,0.000500,128,42
1205.142,87,1.008080,0.791000,0.794800,0.050000,0.000500,128,42
1219.091,88,1.002770,0.790100,0.794800,0.050000,0.000500,128,42
1233.101,89,1.002813,0.790000,0.794100,0.050000,0.000500,128,42
1247.137,90,1.005592,0.791600,0.794600,0.050000,0.000500,128,42
1261.429,91,0.999231,0.790400,0.794500,0.050000,0.000500,128,42
1275.295,92,1.006875,0.792800,0.793800,0.050000,0.000500,128,42
1288.369,93,1.001210,0.794600,0.794100,0.050000,0.000500,128,42
1298.887,94,1.001456,0.794300,0.793100,0.050000,0.000500,128,42
1309.327,95,1.003269,0.793000,0.794500,0.050000,0.000500,128,42
1320.153,96,1.002973,0.793200,0.793500,0.050000,0.000500,128,42
1330.698,97,0.999511,0.794400,0.795600,0.050000,0.000500,128,42
1341.254,98,0.999926,0.795800,0.794300,0.050000,0.000500,128,42
1351.653,99,1.000279,0.794300,0.794400,0.050000,0.000500,128,42
1362.206,100,0.998086,0.794000,0.793800,0.050000,0.000500,128,42
