time_sec,round,test_acc,updates_per_sec,tau_bin_0,tau_bin_1,tau_bin_2,tau_bin_3,tau_bin_4,tau_bin_5,tau_bin_6_10,tau_bin_11_20,tau_bin_21p,align_mean,fairness_gini,method,alpha,K,timeout,m,seed,strag_frac
10.798,5,0.102300,0.463040,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
12.212,5,0.102300,0.409417,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
14.892,5,0.102300,0.335748,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
18.314,5,0.102300,0.273012,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
20.407,5,0.102300,0.245019,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
21.138,5,0.102300,0.236540,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
21.801,5,0.102300,0.229350,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
22.464,5,0.102300,0.222574,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
23.129,5,0.102300,0.216183,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
23.802,5,0.102300,0.210063,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
24.472,5,0.102300,0.204313,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
25.133,5,0.102300,0.198942,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
25.792,5,0.102300,0.193856,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
26.459,5,0.102300,0.188971,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
27.131,5,0.102300,0.184290,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
27.829,6,0.104800,0.215603,1,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
28.520,6,0.104800,0.210378,0,0,0,0,0,0,0,0,0,NaN,0.000000,FedAsync,0.100000,8,0.500000,20,1,0.000000
29.316,9,0.110700,0.307003,0,1,1,1,0,0,0,0,0,NaN,0.078427,FedAsync,0.100000,8,0.500000,20,1,0.000000
30.035,10,0.111100,0.332944,0,0,0,0,1,0,0,0,0,NaN,0.250336,FedAsync,0.100000,8,0.500000,20,1,0.000000
33.300,12,0.111400,0.360365,0,0,0,0,0,1,1,0,0,NaN,0.403489,FedAsync,0.100000,8,0.500000,20,1,0.000000
36.158,13,0.108700,0.359533,0,0,0,0,0,0,1,0,0,NaN,0.414714,FedAsync,0.100000,8,0.500000,20,1,0.000000
40.154,13,0.108700,0.323751,0,0,0,0,0,0,0,0,0,NaN,0.414714,FedAsync,0.100000,8,0.500000,20,1,0.000000
41.975,13,0.108700,0.309709,0,0,0,0,0,0,0,0,0,NaN,0.414714,FedAsync,0.100000,8,0.500000,20,1,0.000000
42.831,15,0.107500,0.350215,0,0,0,0,1,0,1,0,0,NaN,0.402120,FedAsync,0.100000,8,0.500000,20,1,0.000000
43.817,15,0.107500,0.342335,0,0,0,0,0,0,0,0,0,NaN,0.402120,FedAsync,0.100000,8,0.500000,20,1,0.000000
46.040,16,0.107800,0.347521,0,0,0,0,0,1,0,0,0,NaN,0.424819,FedAsync,0.100000,8,0.500000,20,1,0.000000
47.283,18,0.114000,0.380689,0,0,0,0,0,1,1,0,0,NaN,0.431305,FedAsync,0.100000,8,0.500000,20,1,0.000000
48.063,19,0.113900,0.395315,0,0,0,0,0,1,0,0,0,NaN,0.464048,FedAsync,0.100000,8,0.500000,20,1,0.000000
50.542,19,0.113900,0.375926,0,0,0,0,0,0,0,0,0,NaN,0.464048,FedAsync,0.100000,8,0.500000,20,1,0.000000
53.567,20,0.112200,0.373363,0,0,0,0,0,0,1,0,0,NaN,0.468888,FedAsync,0.100000,8,0.500000,20,1,0.000000
54.891,21,0.112900,0.382578,0,0,0,0,0,0,1,0,0,NaN,0.488501,FedAsync,0.100000,8,0.500000,20,1,0.000000
56.225,22,0.113000,0.391288,0,0,0,0,0,0,1,0,0,NaN,0.514177,FedAsync,0.100000,8,0.500000,20,1,0.000000
57.395,22,0.113000,0.383307,0,0,0,0,0,0,0,0,0,NaN,0.514177,FedAsync,0.100000,8,0.500000,20,1,0.000000
58.359,23,0.112100,0.394112,0,0,0,0,0,0,1,0,0,NaN,0.499015,FedAsync,0.100000,8,0.500000,20,1,0.000000
59.507,23,0.112100,0.386509,0,0,0,0,0,0,0,0,0,NaN,0.499015,FedAsync,0.100000,8,0.500000,20,1,0.000000
60.450,24,0.112500,0.397022,0,0,0,0,1,0,0,0,0,NaN,0.505388,FedAsync,0.100000,8,0.500000,20,1,0.000000
61.744,25,0.112500,0.404898,0,0,0,0,0,1,0,0,0,NaN,0.507868,FedAsync,0.100000,8,0.500000,20,1,0.000000
62.584,26,0.113600,0.415438,0,0,0,0,0,0,1,0,0,NaN,0.519521,FedAsync,0.100000,8,0.500000,20,1,0.000000
63.613,26,0.113600,0.408723,0,0,0,0,0,0,0,0,0,NaN,0.519521,FedAsync,0.100000,8,0.500000,20,1,0.000000
64.876,27,0.112900,0.416178,0,0,0,0,0,0,1,0,0,NaN,0.505821,FedAsync,0.100000,8,0.500000,20,1,0.000000
66.249,28,0.116800,0.422645,0,0,0,0,0,0,1,0,0,NaN,0.526914,FedAsync,0.100000,8,0.500000,20,1,0.000000
67.533,29,0.116000,0.429417,0,0,0,0,0,0,1,0,0,NaN,0.537619,FedAsync,0.100000,8,0.500000,20,1,0.000000
69.478,29,0.116000,0.417398,0,0,0,0,0,0,0,0,0,NaN,0.537619,FedAsync,0.100000,8,0.500000,20,1,0.000000
71.381,30,0.116000,0.420281,0,0,0,0,0,0,1,0,0,NaN,0.533712,FedAsync,0.100000,8,0.500000,20,1,0.000000
72.607,31,0.115600,0.426955,0,0,0,0,0,0,1,0,0,NaN,0.526830,FedAsync,0.100000,8,0.500000,20,1,0.000000
